Serial No,Image Name,Computer Label,Image Path,Drive URL,Image Preview,Human Label
568,6cb2bf5384212402d39fc2653df913b7_1920x1080_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/6cb2bf5384212402d39fc2653df913b7_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=17iigOoPjKfp7Q79J5K8noxV-CwRSvDvB,,Attentive
569,7f3867f511678ea5d0d76e80a1f7c3dc_1080x1920_30_frame0240.jpg,Attentive,./dataset/All_extracted_frames/7f3867f511678ea5d0d76e80a1f7c3dc_1080x1920_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1LUVmM1fOaS8p52SLqtyWKTRfJpeIAYN2,,Attentive
570,b8893c5cf8e69c5eb6753acdcae51541_1920x1080_30_frame0080.jpg,Attentive,./dataset/All_extracted_frames/b8893c5cf8e69c5eb6753acdcae51541_1920x1080_30_frame0080.jpg,https://drive.google.com/uc?export=view&id=1CqAeiDNfzHDe8wvMVp6ohn--NbO4StMQ,,Attentive
571,e47c246f3c2f0f66eca1a08aea644c57_1080x1920_30_frame0140.jpg,Attentive,./dataset/All_extracted_frames/e47c246f3c2f0f66eca1a08aea644c57_1080x1920_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1oHa5oxzN2NVVanPxf4l96gNTMo70Uyqi,,Attentive
572,ee854166ce4a23e1c4a2bc5a4de95be0_1080x1920_30_frame0260.jpg,Attentive,./dataset/All_extracted_frames/ee854166ce4a23e1c4a2bc5a4de95be0_1080x1920_30_frame0260.jpg,https://drive.google.com/uc?export=view&id=1JaQeBu2QD3_CJw5wt_YrrluKaztFgLbx,,Attentive
573,d0ded9079305c1c1cf384602837b40e3_1920x1080_30_frame0200.jpg,Not Attentive,./dataset/All_extracted_frames/d0ded9079305c1c1cf384602837b40e3_1920x1080_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=13KBfYmFVMMVdT7XVllwFcyEteV6oVKIw,,Not Attentive
574,58fc1d79b5079b246ba1a984fc530c87_1920x1080_30_frame0180.jpg,Not Attentive,./dataset/All_extracted_frames/58fc1d79b5079b246ba1a984fc530c87_1920x1080_30_frame0180.jpg,https://drive.google.com/uc?export=view&id=1h-AKPbH2U0YHsGjiNEzsOFreGcwiuEko,,Not Attentive
575,58ec81ddb62061e49a986beb8cc9c212_1920x1080_30_frame0160.jpg,Attentive,./dataset/All_extracted_frames/58ec81ddb62061e49a986beb8cc9c212_1920x1080_30_frame0160.jpg,https://drive.google.com/uc?export=view&id=1CThT-Pwro4zjjNq6rfZf2mS9cYDP0oVX,,Attentive
576,c6c1df8bbe1d197185a4e642e21e55de_1920x1080_30_frame0280.jpg,Attentive,./dataset/All_extracted_frames/c6c1df8bbe1d197185a4e642e21e55de_1920x1080_30_frame0280.jpg,https://drive.google.com/uc?export=view&id=1I18inlsYshtkuPK7X6iFtO_QUuREfUEp,,Attentive
577,73f23227c86d85dbf74c0a0314a38f10_1920x1080_30_frame0020.jpg,Not Attentive,./dataset/All_extracted_frames/73f23227c86d85dbf74c0a0314a38f10_1920x1080_30_frame0020.jpg,https://drive.google.com/uc?export=view&id=10dT_lHaqHau74IweJEL3aX9d-mmRP2_c,,Not Attentive
578,d13212149d238cd9aaf4f1146498970f_1080x1920_30_frame0240.jpg,Attentive,./dataset/All_extracted_frames/d13212149d238cd9aaf4f1146498970f_1080x1920_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1h2n8YVZu1uW8qhNTJyfaigjaIT518UMV,,Attentive
579,8541cf63cfb950925749e57ff2e8490d_1080x1920_30_frame0140.jpg,Attentive,./dataset/All_extracted_frames/8541cf63cfb950925749e57ff2e8490d_1080x1920_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1lwFYPpy9d_lu8i3_5hd317PliZ1xtU5v,,Attentive
580,1ccd786635e3ea1fbb543fd25cf2bdbc_1920x1080_30_frame0240.jpg,Not Attentive,./dataset/All_extracted_frames/1ccd786635e3ea1fbb543fd25cf2bdbc_1920x1080_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1NgEbncglirXLTD2BK8GVf6RN2KRo3aHx,,Attentive
581,63715995208c81e3875bd57c271b6210_1920x1080_30_frame0260.jpg,Not Attentive,./dataset/All_extracted_frames/63715995208c81e3875bd57c271b6210_1920x1080_30_frame0260.jpg,https://drive.google.com/uc?export=view&id=1u0n2u3ER2JWuswao4tBtAZJmKAux_8Rx,,Not Attentive
582,70a45f44a21a1d3a18d046e41acb497d_1080x1920_30_frame0200.jpg,Attentive,./dataset/All_extracted_frames/70a45f44a21a1d3a18d046e41acb497d_1080x1920_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=1cTUr3rswYHwvtEolc2wIMTVTTqECV5Ml,,Attentive
583,99b38ea07fccf7d4027ce0e35ec21181_1920x1080_30_frame0120.jpg,Attentive,./dataset/All_extracted_frames/99b38ea07fccf7d4027ce0e35ec21181_1920x1080_30_frame0120.jpg,https://drive.google.com/uc?export=view&id=1J95oClI9D347dqwyMHCVQRcl4orlCrqr,,Attentive
584,d639c8cb4e4b3521296fbd2dc0b63c5e_1920x1080_30_frame0080.jpg,Attentive,./dataset/All_extracted_frames/d639c8cb4e4b3521296fbd2dc0b63c5e_1920x1080_30_frame0080.jpg,https://drive.google.com/uc?export=view&id=17w7yEi04En9NzNMhT6JKfAYY4QufdbCh,,Not Attentive
585,6163a380d8f839cdadf027f3b2fa0120_1920x1080_30_frame0240.jpg,Not Attentive,./dataset/All_extracted_frames/6163a380d8f839cdadf027f3b2fa0120_1920x1080_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1VZRaNVqbTJuWc6BZxvYR6Ny0omVXZ0UW,,Not Attentive
586,3e7bd8b1e9bc081457559851a5012d14_1920x1080_30_frame0200.jpg,Attentive,./dataset/All_extracted_frames/3e7bd8b1e9bc081457559851a5012d14_1920x1080_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=1yUlYQkTjf0nq3OJrDUTi72f93yha-HAW,,Attentive
587,45bb89b65ecb56a7f098af5756560291_1920x1080_30_frame0200.jpg,Not Attentive,./dataset/All_extracted_frames/45bb89b65ecb56a7f098af5756560291_1920x1080_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=1pfqfAYkNF3l50fqXa8DJnE5G1mmXlQig,,Not Attentive
588,3ffd0ec9cf1fd2a330de6c3ce1dd33ac_1920x1080_30_frame0140.jpg,Attentive,./dataset/All_extracted_frames/3ffd0ec9cf1fd2a330de6c3ce1dd33ac_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1-HQ1McVw3mMFTjUHzj8rBnQT70xVEQJa,,Attentive
589,6f05900f2375ca5a01202460975afd79_1920x1080_30_frame0260.jpg,Attentive,./dataset/All_extracted_frames/6f05900f2375ca5a01202460975afd79_1920x1080_30_frame0260.jpg,https://drive.google.com/uc?export=view&id=1Z4zCc-ltdLyJ4sEM01ROfdToNUsHOAV-,,Attentive
590,1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1cVqFwWfjNOU1zENXT72BI7av9M_lIIv-,,Not Attentive
591,54e9f7b6a15b07e90b4836eb6ffb58ae_1920x1080_30_frame0240.jpg,Attentive,./dataset/All_extracted_frames/54e9f7b6a15b07e90b4836eb6ffb58ae_1920x1080_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1xPcl2A4GtwdEYU_wzN09tvvjZs1WW98l,,Attentive
592,1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0100.jpg,Not Attentive,./dataset/All_extracted_frames/1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0100.jpg,https://drive.google.com/uc?export=view&id=1fy8jb3wLkRlrRngjIZZ_B3jr6ZwpGILm,,Not Attentive
593,8541cf63cfb950925749e57ff2e8490d_1080x1920_30_frame0040.jpg,Attentive,./dataset/All_extracted_frames/8541cf63cfb950925749e57ff2e8490d_1080x1920_30_frame0040.jpg,https://drive.google.com/uc?export=view&id=1i9uZ62iBJLO_fW4T4u8n6CNQE4vHS8uM,,Attentive
594,d83f3682ae6b5becfbe4ff610974034f_1920x1080_30_frame0240.jpg,Not Attentive,./dataset/All_extracted_frames/d83f3682ae6b5becfbe4ff610974034f_1920x1080_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1d5UB2E5mbZJkwJ3xGn7sTGit0dWdnOWq,,Attentive
595,021e305217c4bb582fa3ff9ea7112d89_1080x1920_30_frame0280.jpg,Attentive,./dataset/All_extracted_frames/021e305217c4bb582fa3ff9ea7112d89_1080x1920_30_frame0280.jpg,https://drive.google.com/uc?export=view&id=18tpSzL76m6pUjJjazUL89Q1A0viGGWRS,,Not Attentive
596,c52d750d3ffb17573cc3a380f53d4e80_1920x1080_30_frame0060.jpg,Attentive,./dataset/All_extracted_frames/c52d750d3ffb17573cc3a380f53d4e80_1920x1080_30_frame0060.jpg,https://drive.google.com/uc?export=view&id=1GJ0-rLyEnzNGIzCmjCqj5Jz5YPRslKKg,,Attentive
597,f465cf5803fb2a7653584477b20a64df_1920x1080_30_frame0200.jpg,Not Attentive,./dataset/All_extracted_frames/f465cf5803fb2a7653584477b20a64df_1920x1080_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=1Cl2w1L6jI7MzIwv1ZdXjde1GTJ_Fbslp,,Not Attentive
598,eb198bf71326661649a7649668a8adde_1080x1920_30_frame0200.jpg,Attentive,./dataset/All_extracted_frames/eb198bf71326661649a7649668a8adde_1080x1920_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=1SJDUKqQIOzWe4IJhpSXpjTuixBagfl-U,,Attentive
599,d83f3682ae6b5becfbe4ff610974034f_1920x1080_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/d83f3682ae6b5becfbe4ff610974034f_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1ugSPZi5zW9xUvul_I2DFB5L4ZSH0yJw_,,Attentive
600,7f3867f511678ea5d0d76e80a1f7c3dc_1080x1920_30_frame0120.jpg,Attentive,./dataset/All_extracted_frames/7f3867f511678ea5d0d76e80a1f7c3dc_1080x1920_30_frame0120.jpg,https://drive.google.com/uc?export=view&id=1sHwRoVEXzUVrQ1ap_qgxDBStSzk6ONW0,,Attentive
601,87a1bfcf25e7aef4e0f2cd72b518b1a1_1920x1080_30_frame0060.jpg,Attentive,./dataset/All_extracted_frames/87a1bfcf25e7aef4e0f2cd72b518b1a1_1920x1080_30_frame0060.jpg,https://drive.google.com/uc?export=view&id=1hV3qwqQ8D81MpUlumPJ3UFuNXPgGzB6V,,Attentive
602,1ff8fb505d2bd69e28636937de84b005_1920x1080_30_frame0100.jpg,Attentive,./dataset/All_extracted_frames/1ff8fb505d2bd69e28636937de84b005_1920x1080_30_frame0100.jpg,https://drive.google.com/uc?export=view&id=1l4GzP0b3wyIBP0irAQUSsFrblz57SdAc,,Attentive
603,9f03648e0b5a33e4e8e358a07072123c_1920x1080_30_frame0120.jpg,Attentive,./dataset/All_extracted_frames/9f03648e0b5a33e4e8e358a07072123c_1920x1080_30_frame0120.jpg,https://drive.google.com/uc?export=view&id=146ORmogfH21ZQmTQTK-y8g6GOZoaYofU,,Attentive
604,f72a8ac49cce8aac59171c3671e22b9b_1920x1080_30_frame0120.jpg,Attentive,./dataset/All_extracted_frames/f72a8ac49cce8aac59171c3671e22b9b_1920x1080_30_frame0120.jpg,https://drive.google.com/uc?export=view&id=1KEPaa_oeCoiakgpP3tRD2yBKkz8pW5mN,,Attentive
605,70e80388aae75b945e5000eb7ade4a6a_1920x1080_30_frame0120.jpg,Attentive,./dataset/All_extracted_frames/70e80388aae75b945e5000eb7ade4a6a_1920x1080_30_frame0120.jpg,https://drive.google.com/uc?export=view&id=1OPpYsbP2Kjk7PHTDvJTVCG-BHiqSsA9e,,Attentive
606,9e8158a1f7528ac538e0bb88a963bc90_1080x1920_30_frame0180.jpg,Attentive,./dataset/All_extracted_frames/9e8158a1f7528ac538e0bb88a963bc90_1080x1920_30_frame0180.jpg,https://drive.google.com/uc?export=view&id=18xT1OswU7g60Rc_CJMr4DJOGyQMGijIv,,Attentive
607,9a0a1d9f621f5cd07e83618b8b156732_1920x1080_30_frame0060.jpg,Not Attentive,./dataset/All_extracted_frames/9a0a1d9f621f5cd07e83618b8b156732_1920x1080_30_frame0060.jpg,https://drive.google.com/uc?export=view&id=1x2VO1_YNia8ay-5xy_Q7yPczveCxFPsI,,Attentive
608,daab1d7d2a7bb4bdaccf8a0162734bf1_1080x1920_30_frame0180.jpg,Attentive,./dataset/All_extracted_frames/daab1d7d2a7bb4bdaccf8a0162734bf1_1080x1920_30_frame0180.jpg,https://drive.google.com/uc?export=view&id=1UoOWh3dzt8nVEZCrAY8TcpbJLeQcYOT9,,Attentive
609,f7f3006b0dd30837800512a787c5ea51_1920x1080_30_frame0160.jpg,Attentive,./dataset/All_extracted_frames/f7f3006b0dd30837800512a787c5ea51_1920x1080_30_frame0160.jpg,https://drive.google.com/uc?export=view&id=1B8swBLETT9QvzwcxSwsppVOnfQMbt-mw,,Attentive
610,4c216591f3e9e5e7519da3ac33009c23_1080x1920_30_frame0020.jpg,Attentive,./dataset/All_extracted_frames/4c216591f3e9e5e7519da3ac33009c23_1080x1920_30_frame0020.jpg,https://drive.google.com/uc?export=view&id=1M1KSNnzI5HISbiG93NlcL5Rt77afkfh3,,Attentive
611,1e88301e03cf356b45d2287c6283de17_1920x1080_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/1e88301e03cf356b45d2287c6283de17_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1z39ao3IhqVLJbvgCCgkaUAaTqy1GX0Z5,,Attentive
612,8cbbea84e2cd12766791a12390569aaf_1920x1080_30_frame0220.jpg,Attentive,./dataset/All_extracted_frames/8cbbea84e2cd12766791a12390569aaf_1920x1080_30_frame0220.jpg,https://drive.google.com/uc?export=view&id=1Nhb8w2sVJXCeOvzGnYH7ohqrz4AcAmVv,,Attentive
613,f7fe11d9c406c810f79b21e8c793bb99_1080x1920_30_frame0140.jpg,Attentive,./dataset/All_extracted_frames/f7fe11d9c406c810f79b21e8c793bb99_1080x1920_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1CmALOHqVBbRYzG5E8C9D4Qz04g9GBOOn,,Attentive
614,c6c1df8bbe1d197185a4e642e21e55de_1920x1080_30_frame0100.jpg,Not Attentive,./dataset/All_extracted_frames/c6c1df8bbe1d197185a4e642e21e55de_1920x1080_30_frame0100.jpg,https://drive.google.com/uc?export=view&id=1Z_CZPSImhtWAZO9qooLS5jwChaNSQTaU,,Attentive
615,d06efd4c2024fa7982a696f5c6651e33_1920x1080_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/d06efd4c2024fa7982a696f5c6651e33_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1WFUTDncLJ7GY-4-mUo7VCUcHcmeIpD8w,,Not Attentive
616,db623c6fff8ffffa6615170d6f8cbfd7_1920x1080_30_frame0080.jpg,Not Attentive,./dataset/All_extracted_frames/db623c6fff8ffffa6615170d6f8cbfd7_1920x1080_30_frame0080.jpg,https://drive.google.com/uc?export=view&id=1Bgfrq24PkbhQeOIxtx92ULif3gJwZ7jr,,Attentive
617,1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0020.jpg,Not Attentive,./dataset/All_extracted_frames/1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0020.jpg,https://drive.google.com/uc?export=view&id=1XOvGUlc4Q1jc9ojyw8V_z2lthxdHkCS_,,Not Attentive
618,54e9f7b6a15b07e90b4836eb6ffb58ae_1920x1080_30_frame0060.jpg,Not Attentive,./dataset/All_extracted_frames/54e9f7b6a15b07e90b4836eb6ffb58ae_1920x1080_30_frame0060.jpg,https://drive.google.com/uc?export=view&id=1R4ZxHyCuKUX2OSLhZkYmLKHH-jRvyyLo,,Attentive
619,af2ce279e315370f645044caf7005367_1080x1920_30_frame0080.jpg,Attentive,./dataset/All_extracted_frames/af2ce279e315370f645044caf7005367_1080x1920_30_frame0080.jpg,https://drive.google.com/uc?export=view&id=152YldwVTFLZlw5H7Qj12JJ5u9Dp1boRT,,Attentive
620,6b72ba8a8da1988e25b8ac483be81575_1920x1080_30_frame0260.jpg,Not Attentive,./dataset/All_extracted_frames/6b72ba8a8da1988e25b8ac483be81575_1920x1080_30_frame0260.jpg,https://drive.google.com/uc?export=view&id=18mMme3aN-c-c0tuDPCFZFg5y3gLtn_Ew,,Not Attentive
621,c336480c9cb3ec3e6c50f55f63fafb23_1920x1080_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/c336480c9cb3ec3e6c50f55f63fafb23_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1KdPyqavjSToIiu9pnC-qSV_8WL2zjs36,,Attentive
622,bf651fe77adc82771c0b55a77b7ca8c4_1920x1080_30_frame0100.jpg,Not Attentive,./dataset/All_extracted_frames/bf651fe77adc82771c0b55a77b7ca8c4_1920x1080_30_frame0100.jpg,https://drive.google.com/uc?export=view&id=16Z572t2uxYC0dftLK4wr0p2f1__b52kW,,Not Attentive
623,544c8d35bfcd3575f0bfdba2b79dbec6_1920x1080_30_frame0120.jpg,Not Attentive,./dataset/All_extracted_frames/544c8d35bfcd3575f0bfdba2b79dbec6_1920x1080_30_frame0120.jpg,https://drive.google.com/uc?export=view&id=19jAvk0b2teiorUujQgkTVVw0HqyXBAH1,,Not Attentive
624,af5d2889657072d100b0b08f27719568_1920x1080_30_frame0020.jpg,Not Attentive,./dataset/All_extracted_frames/af5d2889657072d100b0b08f27719568_1920x1080_30_frame0020.jpg,https://drive.google.com/uc?export=view&id=1BjkVTZQzi0-m-qCslXLJV6R_UqF4_QJ7,,Not Attentive
625,af5d2889657072d100b0b08f27719568_1920x1080_30_frame0280.jpg,Not Attentive,./dataset/All_extracted_frames/af5d2889657072d100b0b08f27719568_1920x1080_30_frame0280.jpg,https://drive.google.com/uc?export=view&id=1JWWDANsBHkPQV4XP7bel3gJXP1LiR98i,,Not Attentive
626,4cb37565431331913a694da5dc82afcd_1920x1080_30_frame0280.jpg,Not Attentive,./dataset/All_extracted_frames/4cb37565431331913a694da5dc82afcd_1920x1080_30_frame0280.jpg,https://drive.google.com/uc?export=view&id=1uNhkOY6n7l3GebtMSgr_dm1EQtIoOjA5,,Attentive
627,9e8158a1f7528ac538e0bb88a963bc90_1080x1920_30_frame0140.jpg,Attentive,./dataset/All_extracted_frames/9e8158a1f7528ac538e0bb88a963bc90_1080x1920_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1c9XLvoN7p88aRajOJZ7LXYJ-X6IxQ2AM,,Attentive
628,1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0260.jpg,Not Attentive,./dataset/All_extracted_frames/1505f9141e680e0a01f111e3dc262eb2_1920x1080_30_frame0260.jpg,https://drive.google.com/uc?export=view&id=1q-fyxxTyZz-uvm8Bqdzmp8Nch6EofIqU,,Not Attentive
629,1e2e69f37c8c0f2794fc8f7f2667558b_1920x1080_30_frame0220.jpg,Attentive,./dataset/All_extracted_frames/1e2e69f37c8c0f2794fc8f7f2667558b_1920x1080_30_frame0220.jpg,https://drive.google.com/uc?export=view&id=1yjlZJJO0yJr2KZKQuvHNAEdbrhZZVzji,,Attentive
630,ee854166ce4a23e1c4a2bc5a4de95be0_1080x1920_30_frame0200.jpg,Attentive,./dataset/All_extracted_frames/ee854166ce4a23e1c4a2bc5a4de95be0_1080x1920_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=1bVww2IvD5jbqZcRjlRqcjqigZ0MBu9vf,,Attentive
631,895015631808d94b34fad3ea05c0f9da_1920x1080_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/895015631808d94b34fad3ea05c0f9da_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1KHmNXHiax_SHbLboipy6Ay2OEHpLf_gK,,Not Attentive
632,d4d4afe96d09d8186bf551e01c4e3c4d_1920x1080_30_frame0160.jpg,Attentive,./dataset/All_extracted_frames/d4d4afe96d09d8186bf551e01c4e3c4d_1920x1080_30_frame0160.jpg,https://drive.google.com/uc?export=view&id=14AxnFDLaSqqbNTIcsMrKhorhqLpsHjti,,Attentive
633,843fce7bdf716864917d26c1b4ccb23d_1920x1080_30_frame0260.jpg,Attentive,./dataset/All_extracted_frames/843fce7bdf716864917d26c1b4ccb23d_1920x1080_30_frame0260.jpg,https://drive.google.com/uc?export=view&id=17HWawyAWQH08jTbBlvqiUAmixBgKUEnU,,Not Attentive
634,2326ac1d3e069fbd86e2ca79082e19f9_1920x1080_30_frame0280.jpg,Attentive,./dataset/All_extracted_frames/2326ac1d3e069fbd86e2ca79082e19f9_1920x1080_30_frame0280.jpg,https://drive.google.com/uc?export=view&id=1kDsXs1K272_BXHiueZ0mf95R4vy8HonQ,,Attentive
635,1c487c98751fae16b187686f4d554723_1080x1920_30_frame0200.jpg,Attentive,./dataset/All_extracted_frames/1c487c98751fae16b187686f4d554723_1080x1920_30_frame0200.jpg,https://drive.google.com/uc?export=view&id=1bu5v_HO-ihvJjxzxyAJ1geHD6gpUdhB2,,Attentive
636,297af621522d83e22bf5af55e86142e5_1080x1920_30_frame0260.jpg,Attentive,./dataset/All_extracted_frames/297af621522d83e22bf5af55e86142e5_1080x1920_30_frame0260.jpg,https://drive.google.com/uc?export=view&id=1m-wysDiSVggCyxNgfBcK6TGQIrO9NqF4,,Attentive
637,4d5d7cd504e346a619d38b19b3ec221b_1920x1080_30_frame0220.jpg,Not Attentive,./dataset/All_extracted_frames/4d5d7cd504e346a619d38b19b3ec221b_1920x1080_30_frame0220.jpg,https://drive.google.com/uc?export=view&id=18pWmY-8tFJql71JcbjCKQ82nZWiGXHLG,,Attentive
638,eb3680da049bc6cb92a483a917a03449_1920x1080_30_frame0020.jpg,Not Attentive,./dataset/All_extracted_frames/eb3680da049bc6cb92a483a917a03449_1920x1080_30_frame0020.jpg,https://drive.google.com/uc?export=view&id=17nS2F2fpLb8IzvCtsHXyojUC6U_0Axrw,,Attentive
639,511002055f3b5b2c93cb95d653adbafc_1080x1920_30_frame0280.jpg,Attentive,./dataset/All_extracted_frames/511002055f3b5b2c93cb95d653adbafc_1080x1920_30_frame0280.jpg,https://drive.google.com/uc?export=view&id=1aPdsiM2mNR15L9cPrhk8-i_fWULIB1wR,,Attentive
640,bff43254e9a55ecf50b9589a4317c189_1920x1080_30_frame0140.jpg,Attentive,./dataset/All_extracted_frames/bff43254e9a55ecf50b9589a4317c189_1920x1080_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1g9W9q_xR7v7zmxxeqULY7AVrWvgMYo9a,,Attentive
641,d6afb6753c13d3411c77c4b0ca803e9b_1920x1080_30_frame0280.jpg,Not Attentive,./dataset/All_extracted_frames/d6afb6753c13d3411c77c4b0ca803e9b_1920x1080_30_frame0280.jpg,https://drive.google.com/uc?export=view&id=16RgQQuLeZj7d8OxpCsB3ciXWDedbs2iP,,Not Attentive
642,c3089ec3080756f925b5b83fb66af24c_1920x1080_30_frame0220.jpg,Not Attentive,./dataset/All_extracted_frames/c3089ec3080756f925b5b83fb66af24c_1920x1080_30_frame0220.jpg,https://drive.google.com/uc?export=view&id=1hjDAHOrtHJJPAKkegjT0NOCbHPh0Mi-B,,Attentive
643,5274d488c9f11d96f3c5e1568ba9f00b_1920x1080_30_frame0180.jpg,Attentive,./dataset/All_extracted_frames/5274d488c9f11d96f3c5e1568ba9f00b_1920x1080_30_frame0180.jpg,https://drive.google.com/uc?export=view&id=1X2BFy56aHz16nCFQeY2dnYiK3ii4nxMc,,Attentive
644,3e7bd8b1e9bc081457559851a5012d14_1920x1080_30_frame0060.jpg,Attentive,./dataset/All_extracted_frames/3e7bd8b1e9bc081457559851a5012d14_1920x1080_30_frame0060.jpg,https://drive.google.com/uc?export=view&id=16W4selk30zxuDCigf_ULIDebgZK2TYC2,,Attentive
645,b2d792ec647785467e9ce5c539cad809_1920x1080_30_frame0040.jpg,Attentive,./dataset/All_extracted_frames/b2d792ec647785467e9ce5c539cad809_1920x1080_30_frame0040.jpg,https://drive.google.com/uc?export=view&id=1kOWD8WqM4JoTx0AZgxMWfrT9_RtCgeTq,,Attentive
646,218522b5c782bfd3a4ed1ed57b0686a0_1920x1080_30_frame0180.jpg,Not Attentive,./dataset/All_extracted_frames/218522b5c782bfd3a4ed1ed57b0686a0_1920x1080_30_frame0180.jpg,https://drive.google.com/uc?export=view&id=1gcV8vpfMQaeAeOkrRKBITmHTfSkB1TQ0,,Attentive
647,d13212149d238cd9aaf4f1146498970f_1080x1920_30_frame0100.jpg,Attentive,./dataset/All_extracted_frames/d13212149d238cd9aaf4f1146498970f_1080x1920_30_frame0100.jpg,https://drive.google.com/uc?export=view&id=1KBKPPw-Km7NuXUcsaiLBovuS97a0zWKF,,Attentive
648,682502c09dd305b812e43baf6e7fabdf_1920x1080_30_frame0240.jpg,Attentive,./dataset/All_extracted_frames/682502c09dd305b812e43baf6e7fabdf_1920x1080_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1JV9DIT87VIzJ6Plw9c-sqV0qmRC1abe8,,Attentive
649,38a41875b10cf12852ac9a06b2f9c7af_1920x1080_30_frame0240.jpg,Attentive,./dataset/All_extracted_frames/38a41875b10cf12852ac9a06b2f9c7af_1920x1080_30_frame0240.jpg,https://drive.google.com/uc?export=view&id=1e5Miwmi3aVcxB6r8GQkNaP_ND-Sj_kh5,,Attentive
650,18cf4050bd931d805fcdcba77436c2bc_1920x1080_30_frame0180.jpg,Not Attentive,./dataset/All_extracted_frames/18cf4050bd931d805fcdcba77436c2bc_1920x1080_30_frame0180.jpg,https://drive.google.com/uc?export=view&id=1GP2maR6BCABuiakjJklrcm51FQYY654Q,,Attentive
651,323e380569b3571cb2e42f8288cbaeb6_1080x1920_30_frame0100.jpg,Attentive,./dataset/All_extracted_frames/323e380569b3571cb2e42f8288cbaeb6_1080x1920_30_frame0100.jpg,https://drive.google.com/uc?export=view&id=1b5zMl3kn7Z3pZKpiJh5Ce-n3Iq1r9wXq,,Attentive
652,fd3202c6d0436d7ed3b479bc00b045db_1080x1920_30_frame0140.jpg,Not Attentive,./dataset/All_extracted_frames/fd3202c6d0436d7ed3b479bc00b045db_1080x1920_30_frame0140.jpg,https://drive.google.com/uc?export=view&id=1BqBbiGVG3JvxUxby3ZztPpB4lRBM1JvP,,Not Attentive
653,dd5599c094537cb9fd32f33f43c06f87_1920x1080_30_frame0220.jpg,Not Attentive,./dataset/All_extracted_frames/dd5599c094537cb9fd32f33f43c06f87_1920x1080_30_frame0220.jpg,https://drive.google.com/uc?export=view&id=1aPX9y5DFD8RWCQUnHFaS2OI0AI8Szwl1,,Attentive
654,3ffd0ec9cf1fd2a330de6c3ce1dd33ac_1920x1080_30_frame0180.jpg,Attentive,./dataset/All_extracted_frames/3ffd0ec9cf1fd2a330de6c3ce1dd33ac_1920x1080_30_frame0180.jpg,https://drive.google.com/uc?export=view&id=1uha56Ch3OEjrJjaD-Hlz8lTz1QSN-x6t,,Attentive
655,d57f43c5b2956cd94d6662e1571f9872_1920x1080_30_frame0120.jpg,Not Attentive,./dataset/All_extracted_frames/d57f43c5b2956cd94d6662e1571f9872_1920x1080_30_frame0120.jpg,https://drive.google.com/uc?export=view&id=1FJcMcUKuUnXKA9r7i79xW5j-GLCUkHM6,,Attentive
